"six_id","album_name","track_name","song_lyric"
66,"Red","Begin Again","Took a deep breath in the mirror_And you throw your head back laughing like a little kid_I think it's strange that you think I'm funny 'cause he never did_I've been spending the last eight months_Thinking all love ever does is break and burn and end_But on a Wednesday in a cafe, I watched it begin again_You said you never met one girl who_Had as many James Taylor records as you, but I do_We tell stories and you don't know why_I'm coming off a little shy, but I do_But you throw your head back laughing like a little kid_He didn't like it when I wore high heels, but I do_I think it's strange that you think I'm funny 'cause he never did_I've been spending the last eight months_Thinking all love ever does is break and burn and end_But on a Wednesday in a cafe, I watched it begin again_And we walked down the block to my car_And I almost brought him up_But you start to talk_About the movies that your family watches_Every single Christmas, and I will talk about that_And for the first time, what's past is past_Turn the lock and put my headphones on_'Cause you throw your head back laughing like a little kid_I think it's strange that you think I'm funny 'cause he never did_I've been spending the last eight months_Thinking all love ever does is break and burn and end_But on a Wednesday in a cafe, I watched it begin again_But on a Wednesday in a cafe, I watched it begin again_He always said he didn't get this song but I do, I do_Walked in, expecting you'd be late_But you got here early and you stand and wave_I walk to you_You pull my chair out and help me in_And you don't know how nice that is, but I do"
67,"Red","Everything Has Changed","(You good to go?)_I just wanna know you better_Know you better, know you better now_I just wanna know you better_Know you better, know you better now_I just wanna know you, know you, know you_'Cause all I know is we said, ""Hello""_And your eyes look like coming home_All I know is a simple name_Everything has changed_All I know is you held the door_All I knew this morning when I woke_You'll be mine and I'll be yours_All I know since yesterday_Is everything has changed_And all my walls stood tall, painted blue_And I'll take 'em down, take 'em down_And open up the door for you_And all I feel in my stomach is butterflies_The beautiful kind, making up for lost time_Taking flight, making me feel right_I just wanna know you better_Is I know something now_Know you better, know you better now_I just wanna know you better_Know you better, know you better now_I just wanna know you better_Know you better, know you better now_I just wanna know you, know you, know you_'Cause all I know is we said, ""Hello""_And your eyes look like coming home_All I know is a simple name_Everything has changed_Know something now I didn't before_All I know is you held the door_You'll be mine and I'll be yours_All I know since yesterday_Is everything has changed_Come back and tell me why_I'm feeling like I've missed you all this time_And meet me there tonight_And let me know that it's not all in my mind_I just wanna know you better_Know you better, know you better now_And all I've seen since 18 hours ago_I just wanna know you, know you, know you_'Cause all I know is we said, ""Hello""_And your eyes look like coming home_All I know is a simple name_Everything has changed_All I know is you held the door_You'll be mine and I'll be yours_All I know since yesterday_Is everything has changed_All I know is we said, ""Hello""_Is green eyes and freckles and your smile_So dust off your highest hopes_All I know is pouring rain_And everything has changed_All I know is a new found grace_All my days, I'll know your face_All I know since yesterday_Is everything has changed_In the back of my mind, making me feel like_I just wanna know you better_Know you better, know you better now"
68,"Red","Holy Ground","I was reminiscing just the other day_Never looking down_And right there where we stood_Was holy ground_Spinning like a girl in a brand new dress_We had this big wide city all to ourselves_We blocked the noise with the sound of, ""I need you""_And for the first time, I had something to lose_And I guess we fell apart in the usual way_And the story's got dust on every page_But sometimes, I wonder how you think about it now_While having coffee all alone, and Lord, it took me away_And I see your face in every crowd_'Cause darling, it was good_Never looking down_And right there where we stood_Was holy ground_Tonight, I'm gonna dance_For all that we've been through_But I don't wanna dance_If I'm not dancing with you_Tonight, I'm gonna dance_Back to a first-glance feeling on New York time_Like you were in this room_But I don't wanna dance_If I'm not dancing with you_It was good_Never looking down_And right there where we stood_Was holy ground_Tonight, I'm gonna dance_For all that we've been through_But I don't wanna dance_Back when you fit my poems like a perfect rhyme_If I'm not dancing with you_Tonight, I'm gonna dance_Like you were in this room_But I don't wanna dance_If I'm not dancing with you_Took off faster than a green light, go_Hey, you skip the conversation when you already know_I left a note on the door with a joke we'd made_And that was the first day_And darling, it was good"
69,"Red","I Almost Do","I bet this time of night, you're still up_Every time I don't_I almost do, I almost do_I bet you think I either moved on or hate you_‘Cause each time you reach out, there's no reply_I bet it never, ever occurred to you_That I can't say hello to you_And risk another goodbye_And I just want to tell you_It takes everything in me not to call you_And I wish I could run to you_I bet you're tired from a long hard week_And I hope you know that_Every time I don't_I almost do, I almost do_Oh, we made quite a mess, babe_It's probably better off this way_And I confess, babe_In my dreams, you're touching my face_And asking me if I want to try again with you_And I almost do_And I just want to tell you_I bet you're sitting in your chair by the window_It takes everything in me not to call you_And I wish I could run to you_And I hope you know that_Every time I don't_I almost do, I almost do_I bet this time of night, you're still up_I bet you're tired from a long hard week_I bet you're sitting in your chair by the window_Looking out at the city_And I hope sometimes you wonder about me_Looking out at the city_And I bet sometimes you wonder about me_And I just want to tell you_It takes everything in me not to call you_And I wish I could run to you_And I hope you know that"
70,"Red","I Knew You Were Trouble.","'Cause I knew you were trouble when you walked in_So, shame on me now_Flew me to places I'd never been_'Til you put me down, oh_I knew you were trouble when you walked in_So, shame on me now_Flew me to places I'd never been_Now I'm lying on the cold hard ground_Oh, oh-oh_Trouble, trouble, trouble_Once upon a time, a few mistakes ago_Oh, oh-oh_Trouble, trouble, trouble_No apologies, he'll never see you cry_Pretend he doesn't know_That he's the reason why_You're drowning, you're drowning_You're drowning_And I heard you moved on_From whispers on the street_A new notch in your belt is all I'll ever be_I was in your sights, you got me alone_And now I see, now I see_Now I see_He was long gone when he met me_And I realize the joke is on me, hey!_I knew you were trouble when you walked in (oh)_So, shame on me now_Flew me to places I'd never been_'Til you put me down, oh_I knew you were trouble when you walked in_So, shame on me now_You found me, you found me, you found me_Flew me to places I'd never been (yeah)_Now I'm lying on the cold hard ground_Oh, oh-oh (yeah)_Trouble, trouble, trouble_Oh, oh-oh_Trouble, trouble, trouble_And the saddest fear_Comes creeping in_That you never loved me_Or her, or anyone, or anything, yeah!_I guess you didn't care, and I guess I liked that_I knew you were trouble when you walked in_So, shame on me now_Flew me to places I'd never been (never been)_'Til you put me down, oh_I knew you were trouble when you walked in_(Knew it right there)_So, shame on me now (knew it right there)_Flew me to places I'd never been (ooh)_Now I'm lying on the cold hard ground_Oh, oh-oh_And when I fell hard, you took a step back_Trouble, trouble, trouble (oh)_Oh, oh-oh_Trouble, trouble, trouble_I knew you were trouble when you walked in_Trouble, trouble, trouble_I knew you were trouble when you walked in_Trouble, trouble, trouble_Without me, without me, without me_And he's long gone, when he's next to me_And I realize the blame is on me"
71,"Red","Red","Loving him is like driving a new Maserati_Missing him was dark grey, all alone_Forgetting him was like_Trying to know somebody you never met_But loving him was red_Loving him was red_Touching him was like realizing all you ever wanted_Was right there in front of you_Memorizing him was as easy as knowing_All the words to your old favorite song_Fighting with him was like trying to solve a crossword_Down a dead-end street_And realizing there's no right answer_Regretting him was like wishing you never found out_That love could be that strong_Losing him was blue like I'd never known_Missing him was dark grey, all alone_Forgetting him was like_Trying to know somebody you never met_But loving him was red_Oh, red_Burning red_Faster than the wind, passionate as sin_Remembering him comes in flashbacks and echoes_Tell myself it's time now, gotta let go_But moving on from him is impossible_When I still see it all in my head_In burning red_Loving him was red_Oh, losing him was blue like I'd never known_Missing him was dark grey, all alone_Forgetting him was like_Trying to know somebody you never met_Ending so suddenly_'Cause loving him was red_Yeah, yeah, red_We're burning red_And that's why he's spinning 'round in my head_Comes back to me, burning red_Yeah, yeah_His love was like driving a new Maserati_Down a dead-end street_Loving him is like trying to change your mind_Once you're already flying through the free fall_Like the colors in autumn, so bright_Just before they lose it all_Losing him was blue like I'd never known"
72,"Red","Red - Karaoke Version","You said it in a simple way_And this is when the feeling sinks in_I don't wanna miss you like this_Come back, be here, come back, be here_I guess you're in New York today_I don't wanna need you this way_Come back, be here, come back, be here_The delicate beginning rush_The feeling you can know so much_Without knowing anything at all_And now that I can put this down_4AM, the second day_If I had known what I know now_I never would've played so nonchalant_Taxi cabs and busy streets_That never bring you back to me_I can't help but wish you took me with you_And this is when the feeling sinks in_I don't wanna miss you like this_Come back, be here, come back, be here_I guess you're in London today_And I don't wanna need you this way_How strange that I don't know you at all_Come back, be here, come back, be here_This is falling in love in the cruelest way_This is falling for you when you are worlds away_In New York, be here_But you're in London, and I break down_'Cause it's not fair that you're not around_This is when the feeling sinks in_I don't wanna miss you like this_Come back, be here, come back, be here_I guess you're in New York today_Stumbled through the long goodbye_And I don't wanna need you this way_Come back, be here, come back, be here_Oh-oh, oh-oh_I don't wanna miss you like this_Oh-oh, oh-oh_Come back, be here_Come back, be here_One last kiss, then catch your flight_Right when I was just about to fall_I told myself, don't get attached_But in my mind, I play it back_Spinning faster than the plane that took you"
73,"Red","Sad Beautiful Tragic","Long handwritten note, deep in your pocket_And you've got your demons_And darling, they all look like me_'Cause we had a beautiful magic love there_What a sad, beautiful, tragic love affair_Distance, timing, breakdown, fighting_Silence, the train runs off its tracks_Kiss me, try to fix it, could you just try to listen?_Hang up, give up, and for the life of us we can't get back_A beautiful magic love there_What a sad, beautiful, tragic, beautiful, tragic, beautiful_Words, how little they mean, when you're a little too late_What we had, a beautiful magic love there_What a sad, beautiful, tragic, love affair_We had a beautiful magic love there_What a sad, beautiful, tragic love affair_I stood right by the tracks, your face in a locket_Good girls, hopeful they'll be and long they will wait_We had a beautiful magic love there_What a sad, beautiful, tragic love affair_In dreams, I meet you in warm conversation_We both wake in lonely beds, different cities_And time is taking its sweet time erasing you"
74,"Red","Starlight","I said, ""Oh, my, what a marvelous tune""_Can't remember what song it was playing when we walked in_The night we snuck into a yacht club party_Pretending to be a duchess and a prince_And I said, ""Oh, my, what a marvelous tune""_It was the best night, never would forget how we moved_The whole place was dressed to the nines_And we were dancing, dancing_Like we're made of starlight, starlight_Like we're made of starlight, starlight_He said, ""Look at you_It was the best night, never would forget how we moved_Worrying so much about things you can't change_You'll spend your whole life singing the blues_If you keep thinking that way""He was trying to skip rocks on the ocean, saying to me_""Don't you see the starlight, starlight?_Don't you dream impossible things?""_Like, ""Oh, my, what a marvelous tune""_It was the best night, never would forget how we moved_The whole place was dressed to the nines_And we were dancing, dancing_Like we're made of starlight, starlight_The whole place was dressed to the nines_Like we're made of starlight, starlight_Ooh, ooh, he's talking crazy_Ooh, ooh, dancing with me_Ooh, ooh, we could get married_Have ten kids and teach 'em how to dream_Oh, my, what a marvelous tune_It was the best night, never would forget how we moved_The whole place was dressed to the nines_And we were dancing, dancing_And we were dancing, dancing_Like we're made of starlight, starlight_Like we're made of starlight, starlight_Like we're made of starlight, starlight_Like we dream impossible dreams_Like starlight, starlight_Like we dream impossible dreams_Don't you see the starlight, starlight?_Don't you dream impossible things?_Like we're made of starlight_Like we're made of starlight_I met Bobby on the boardwalk, summer of '45_Picked me up, late one night at the window_We were 17 and crazy, running wild, wild"
75,"Red","State Of Grace","I'm walking fast through the traffic lights_Now all we know, is don't let go_We are alone, just you and me_Up in your room and our slates are clean_Just twin fire signs, four blue eyes_So you were never a saint_And I've loved in shades of wrong_We learn to live with the pain_Mosaic broken hearts_But this love is brave and wild_And I never (never) saw you coming_Busy streets and busy lives_And I'll never (never) be the same_This is a state of grace_This is the worthwhile fight_Love is a ruthless game_Unless you play it good and right_These are the hands of fate_You're my Achilles heel_This is the golden age of something good_And right and real_And I never (never) saw you coming_And all we know, is touch and go_And I'll never (never) be the same_And I never (never) saw you coming_And I'll never_(So you were never a saint_And I've loved in shades of wrong)_Be the same_(We learn to live with the pain_Mosaic broken hearts_But this love is brave and wild)_This is a state of grace_We are alone with our changing minds_This is the worthwhile fight_Love is a ruthless game_Unless you play it good and right_We fall in love 'til it hurts or bleeds, or fades in time_And I never saw you coming_And I'll never be the same_You come around and the armor falls_Pierce the room like a cannon ball"
76,"Red","State Of Grace - Karaoke Version","You should've been there_But the time is ticking_People ask me how I've been_As I comb back through my memory_How you said you'd be here_You said you'd be here_And it was like slow motion_Standing there in my party dress_In red lipstick_With no one to impress_And they're all laughing_Should've burst through the door_As I'm looking around the room_But there was one thing missing_And that was the moment I knew_And the hours pass by_Now I just wanna be alone_But your close friends always seem to know_When there's something really wrong_So they follow me down the hall_And there in the bathroom_I try not to fall apart_With that ""Baby, I'm right here"" smile_And the sinking feeling starts_As I say hopelessly_""He said he'd be here""_And it was like slow motion_Standing there in my party dress_In red lipstick_With no one to impress_And they're all laughing_And asking me about you_But there was one thing missing (missing)_And it would've felt like_And that was the moment I knew_What do you say_When tears are streaming down your face_In front of everyone you know?_And what do you do_When the one who means the most to you_Is the one who didn't show?_You should've been here_And I would've been so happy_And it was like slow motion_A million little shining stars had just aligned_Standing there in my party dress_In red lipstick_With no one to impress_And they're all standing around me, singing_""Happy birthday to you""_But there was one thing missing_And that was the moment I knew_Oh-oh-oh-oh-oh-oh-oh, I knew_Oh-oh-oh-oh-oh-oh-oh_You called me later_And I would've been so happy_And said, ""I'm sorry I didn't make it""_And I said, ""I'm sorry, too""_And that was the moment I knew_Christmas lights glisten_I've got my eye on the door_Just waiting for you to walk in"
77,"Red","Stay Stay Stay","I'm pretty sure we almost broke up last night_Stay, stay, stay_I've been loving you for quite some time, time, time_You think that it's funny when I'm mad, mad, mad_But I think that it's best if we both stay_Before you, I'd only dated self-indulgent takers_Who took all of their problems out on me_But you carry my groceries and now I'm always laughing_And I love you because you have given me_No choice but to_Stay, stay, stay_I threw my phone across the room, at you_I've been loving you for quite some time, time, time_You think that it's funny when I'm mad, mad, mad_But I think that it's best if we both stay, stay, stay, stay_You took the time to memorize me_My fears, my hopes, and dreams_I just like hanging out with you, all the time_All those times that you didn't leave, it's been occurring to me_I'd like to hang out with you, for my whole life_Stay, and I'll be loving you for quite some time_No one else is gonna love me when I get mad, mad, mad_I was expecting some dramatic turn away_So I think that it's best if we both stay, stay_Stay, stay, stay, stay!_Stay, stay, stay_I've been loving you for quite some time, time, time_You think that it's funny when I'm mad, mad, mad_But I think that it's best if we both stay, stay_Stay, stay, stay, stay!_Stay, stay, stay_I've been loving you for quite some time, time, time_You think that it's funny when I'm mad, mad, mad_But you stayed_But I think that it's best if we both stay_(ha-ha-ha, it's so fun)_This morning, I said we should talk about it_'Cause I read you should never leave a fight unresolved_That's when you came in wearing a football helmet_And said, ""Okay, let's talk""_And I said"
78,"Red","The Last Time","Find myself at your door_I'm breaking, no past_No reasons why_Just you and me_This is the last time I'm asking you this_Put my name at the top of your list_This is the last time I'm asking you why_You break my heart in the blink of an eye_(eye, eye)_You find yourself at my door_Just like all those times before_Just like all those times before_You wear your best apology_But I was there to watch you leave_And all the times I let you in_Just for you to go again_Disappear when you come back_Everything is better_And right before your eyes_I'm aching, no past_Nowhere to hide_Just you and me-he-e-he-e-he-e-he-e-he-e-he-e-he-e-he_I'm not sure how I got there_This is the last time I'm asking you this_Put my name at the top of your list_This is the last time I'm asking you why_You break my heart in the blink of an eye_(eye, eye)_This is the last time you tell me I've got it wrong_This is the last time I say it's been you all along_This is the last time I let you in my door_This is the last time, I won't hurt you anymore_All roads they lead me here_Oh-ho, oh-ho, oh-ho, oh-ho_Oh-ho, oh-ho, oh-ho, oh-ho_This is the last time I'm asking you this_Put my name at the top of your list_This is the last time I'm asking you why_You break my heart in the blink of an eye_This is the last time I'm asking you this(This is the last time I'm asking you this)_Put my name at the top of your list(Put my name at the top of your list)_This is the last time I'm asking you why(This is the last time I'm asking you why)_You break my heart in the blink of an eye(You break my heart)_I imagine you are home_This is the last time I'm asking you, last time I'm asking you_Last time I'm asking you this_This is the last time I'm asking you, last time I'm asking you_Last time I'm asking you this_This is the last time I'm asking you, last time I'm asking you_Last time I'm asking you this_This is the last time I'm asking you, last time I'm asking you_Last time I'm asking you this_In your room, all alone_And you open your eyes into mine_And everything feels better_And right before your eyes"
79,"Red","The Lucky One","New to town with a made up name_Yeah, they'll tell you now, you're the lucky one_But can you tell me now, you're the lucky one?_Oh, oh, oh_Now, it's big black cars and Riviera views_And your lover in the foyer doesn't even know you_And your secrets end up splashed on the news front page_And they tell you that you're lucky, but you're so confused_'Cause you don't feel pretty, you just feel used_And all the young things line up to take your place_Another name goes up in lights_In the angel's city, chasing fortune and fame_You wonder if you'll make it out alive_And they'll tell you now, you're the lucky one_Yeah, they'll tell you now, you're the lucky one_But can you tell me now, you're the lucky one?_Oh, oh, oh_It was a few years later, I showed up here_And they still tell the legend of how you disappeared_How you took the money and your dignity, and got the hell out_They say you bought a bunch of land somewhere_Chose the rose garden over Madison Square_And the camera flashes make it look like a dream_And it took some time, but I understand it now_‘Cause now my name is up in lights_But I think you got it right_Let me tell you now, you're the lucky one_Let me tell you now, you're the lucky one_Let me tell you now, you're the lucky one, oh, oh, oh_And they'll tell you now, you're the lucky one_Yeah, they'll tell you now, you're the lucky one_And they'll tell you now, you're the lucky one, oh, oh, oh_Oh, whoa, oh, oh_You had it figured out since you were in school_Everybody loves pretty, everybody loves cool_So overnight, you look like a sixties queen_Another name goes up in lights_Like diamonds in the sky_And they'll tell you now, you're the lucky one"
80,"Red","Treacherous","Put your lips close to mine_This path is reckless_This slope is treacherous_And I-I-I like it_I can't decide if it's a choice_Getting swept away_I hear the sound of my own voice_Asking you to stay_And all we are is skin and bone_Trained to get along_Forever going with the flow_As long as they don't touch_But you're friction_This slope is treacherous_This path is reckless_This slope is treacherous_And I, I, I like it_Two headlights shine through the sleepless night_And I will get you, get you alone_Your name has echoed through my mind_And I just think you should, think you should know_That nothing safe is worth the drive_Out of focus, eye to eye_And I will follow you, follow you home_Follow you, follow you home_This hope is treacherous_This daydream is dangerous_This hope is treacherous_I-I-I, I-I-I, I-I-I_Two headlights shine through the sleepless night_And I will get you, get you alone_Your name has echoed through my mind_And I just think you should, think you should know_'Til the gravity's too much_That nothing safe is worth the drive_And I will follow you, follow you home_Follow you, follow you home_I'll follow you, follow you home_Follow you, follow you home_This slope is treacherous_I-I-I like it_And I'll do anything you say_If you say it with your hands_And I'd be smart to walk away_But you're quicksand_This slope is treacherous"
81,"Red","Treacherous - Karaoke Version","Don't look at me, you got a girl at home_And it would be a fine proposition_If I was a stupid girl_But honey, I am no one's exception_This, I have previously learned_So don't look at me, you got a girl at home_And everybody knows that, everybody knows that, ah-ah_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that_I see you turn off your phone_And now you've got me alone, and I say_And everybody knows that, everybody knows that, ah-ah_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that_I just want to make sure_You understand perfectly_You're the kind of man who makes me sad_While she waits up, you chase down the newest thing_And take for granted what you have_And it would be a fine proposition_If I was a stupid girl_And, yeah, I might go with it_Don't look at me, you got a girl at home_If I hadn't once been just like her_So don't look at me, you got a girl at home_And everybody knows that, everybody knows that, ah-ah_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that_I see you turn off your phone_And now you've got me alone, and I say_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that_Oh-oh-oh, oh-oh-oh_And everybody knows that_Oh-oh-oh, oh-oh-oh_Call a cab, lose my number_You're about to lose your girl_Call a cab, lose my number_Let's consider this lesson learned_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that, ah-ah_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that_Want to see you pick up your phone_I don't even know her_And tell her you're coming home_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that_Don't look at me, you got a girl at home_And everybody knows that, everybody knows that_It would be a fine proposition_If I hadn't once been just like her_But I feel a responsibility to do what's upstanding and right_It's kinda like a code, yeah_And you've been getting closer and closer_And crossing so many lines"
82,"Red","We Are Never Ever Getting Back Together","I remember when we broke up the first time_We called it off again last night, but_Ooh-ooh-ooh-ooh-ooh_This time, I'm telling you, I'm telling you_We are never, ever, ever getting back together_We are never, ever, ever getting back together_You go talk to your friends, talk to my friends, talk to me_But we are never, ever, ever, ever getting back together_Like, ever_I'm really gonna miss you picking fights_And me, falling for it, screaming that I'm right_Saying, ""This is it, I've had enough,"" 'cause like_And you would hide away and find your peace of mind_With some indie record that's much cooler than mine_Ooh-ooh-ooh-ooh-ooh_You called me up again tonight, but_Ooh-ooh-ooh-ooh-ooh_This time, I'm telling you, I'm telling you_We are never, ever, ever getting back together_We are never, ever, ever (ever) getting back together_You go talk to your friends, talk to my friends, talk to me_(Talk to me)_We hadn't seen each other in a month_But we are never, ever, ever, ever getting back together_Ooh-ooh-ooh-ooh-ooh (yeah)_Ooh-ooh-ooh-ooh-ooh (yeah)_Ooh-ooh-ooh-ooh-ooh (yeah)_Oh-oh-oh_I used to think that we were forever, ever_And I used to say, ""Never say never""_Ugh, so he calls me up and he's like, ""I still love you""_And I'm like, ""I just- I mean, this is exhausting, you know?_Like, we are never getting back together, like, ever""_When you said you needed ""space"" (what?)_We are never, ever, ever getting back together_We are never, ever, ever (ooh) getting back together_You go talk to your friends, talk to my friends, talk to me_But we are never, ever, ever, ever getting back together_We (ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no)_Getting back together_We (ooh-ooh-ooh-ooh-ooh, oh, oh, yeah)_Getting back together_You go talk to your friends, talk to my friends, talk to me_(Talk to me)_Then you come around again and say_But we are never, ever, ever, ever getting back together_""Baby, I miss you and I swear I'm gonna change, trust me""_Remember how that lasted for a day?_I say, ""I hate you,"" we break up, you call me, ""I love you""_Ooh-ooh-ooh-ooh-ooh"
83,"reputation","...Ready For It?","Knew he was a killer first time that I saw him_Touch me and you'll never be alone_I-Island breeze and lights down low_No one has to know_In the middle of the night, in my dreams_You should see the things we do, baby_In the middle of the night, in my dreams_I know I'm gonna be with you, so I take my time_Are you ready for it?_Knew I was a robber first time that he saw me_Stealing hearts and running off and never sayin' sorry_Wondered how many girls he had loved and left haunted_But if I'm a thief, then he can join the heist, and_We'll move to an island, and_And he can be my jailer, Burton to this Taylor_Every love I've known in comparison is a failure_I forget their names now, I'm so very tame now_Never be the same now, now_I, I, I see how this is gon' go_Touch me and you'll never be alone_I-Island breeze and lights down low_No one has to know (No one has to know)_But if he's a ghost, then I can be a phantom_In the middle of the night, in my dreams_You should see the things we do, baby_In the middle of the night in my dreams_I know I'm gonna be with you, so I take my time_Are you ready for it?_Oh, are you ready for it?_Baby, let the games begin_Let the games begin_Let the games begin_Baby, let the games begin_Holdin' him for ransom, some_Let the games begin_Let the games begin_I, I, I see how this is gon' go_Touch me and you'll never be alone_I-Island breeze and lights down low_No one has to know_In the middle of the night (Night), in my dreams (My dreams)_You should see the things we do (We do), baby (Baby), hmm (Eh)_In the middle of the night, in my dreams (My dreams)_I know I'm gonna be with you (I know I'm gonna be with you)_Some boys are tryin' too hard, he don't try at all though_So I take my time_In the middle of the night_Baby, let the games begin_Let the games begin_Let the games begin_Are you ready for it?_Baby, let the games begin_Let the games begin_Let the games begin_Are you ready for it?_Younger than my exes, but he act like such a man, so_I see nothing better, I keep him forever_Like a vendetta-ta_I, I, I see how this is gon' go"
84,"reputation","Call It What You Want","My castle crumbled overnight_I'm the one he's walking to_So call it what you want, yeah_Call it what you want to_My baby's fly like a jet stream_High above the whole scene_Loves me like I'm brand new_So call it what you want, yeah_Call it what you want to_All my flowers grew back as thorns_Windows boarded up after the storm_I brought a knife to a gunfight_He built a fire just to keep me warm_All the drama queens taking swings_All the jokers dressing up as kings_They fade to nothing when I look at him_And I know I make the same mistakes every time_Bridges burn, I never learn_At least I did one thing right_I did one thing right_I'm laughing with my lover, makin' forts under covers_Trust him like a brother_They took the crown, but it's alright_Yeah, you know I did one thing right_Starry eyes sparkin' up my darkest night_My baby's fit like a daydream_Walking with his head down_I'm the one he's walking to_So call it what you want, yeah_Call it what you want to_My baby's fly like a jet stream_High above the whole scene_Loves me like I'm brand new_All the liars are calling me one_(Call it what you want, call it what you want, call it)_So call it what you want, yeah_Call it what you want to_I want to wear his initial on a chain 'round my neck_Chain 'round my neck_Not because he owns me_But 'cause he really knows me_Which is more than they can say, II recall late November_Holding my breath, slowly, I said_""You don't need to save me_Nobody's heard from me for months_But would you run away with me?""_Yes (Would you run away?)_My baby's fit like a daydream_Walking with his head down_I'm the one he's walking to_(Call it what you want, call it what you want, call it)_So call it what you want, yeah_Call it what you want to_My baby's fly like a jet stream_High above the whole scene_I'm doin' better than I ever was_Loves me like I'm brand new_(Call it what you want, call it what you want, call it)_So call it what you want, yeah_Call it what you want to_(Call it what you want, call it)_(Call it what you want, call it what you want, call it)_(Call it what you want, call it what you want, call it)_(Call it what you want, call it what you want, call it)_(Call it what you want, call it what you want, call it)_(Call it what you want, call it what you want, call it)_'Cause_(Call it what you want, call it what you want, call it)_Call it what you want, yeah_Call it what you want… to_My baby's fit like a daydream_Walking with his head down"
85,"reputation","Dancing With Our Hands Tied","I, I loved you in secret_Picture of your face in an invisible locket_You said there was nothing in the world that could stop it_I had a bad feeling_And darling, you had turned my bed into a sacred oasis_People started talking, putting us through our paces_I knew there was no one in the world who could take it_I had a bad feeling_But we were dancing_Dancing with our hands tied, hands tied_Yeah, we were dancing_First sight, yeah, we love without reason_Like it was the first time, first time_Yeah, we were dancing_Dancing with our hands tied, hands tied_Yeah, we were dancing_And I had a bad feeling_But we were dancing_I, I loved you in spite of_Deep fears that the world would divide us_So, baby, can we dance?_Oh, through an avalanche? And_Oh, twenty-five years old_Say, say that we got it_I'm a mess, but I'm the mess that you wanted_Oh, 'cause it's gravity_Oh, keeping you with me, I–_Could've spent forever with your hands in my pockets_Picture of your face in an invisible locket_You said there was nothing in the world that could stop it_I had a bad feeling_But we were dancing_Dancing with our hands tied, hands tied_Oh, how were you to know? And_Yeah, we were dancing_Like it was the first time, first time_Yeah, we were dancing_Dancing with our hands tied, hands tied_Yeah, we were dancing_(Knew we had our hands tied)_And I had a bad feeling_But we were dancing_I'd kiss you as the lights went out_Swaying as the room burned down_My, my love had been frozen_I'd hold you as the water rushes in_If I could dance with you again_I'd kiss you as the lights went out_Swaying as the room burned down_I'd hold you as the water rushes in_If I could dance with you again (Again)_Dancing with our hands tied, hands tied_Oh, yeah, we were dancing_Like it was the first time, first time (first time, first time)_Yeah, we were dancing (oh)_Deep blue, but you painted me golden_Dancing with our hands tied, hands tied_(Dancing with our hands tied)_Yeah, we were dancing (ooh)_And I had a bad feeling (had a bad feeling)_But we were dancing_(Ooh-ooh, ooh-ooh)_Hands tied, hands tied (dancing)_Oh, and you held me close_Oh, how was I to know? I–_Could've spent forever with your hands in my pockets"
